CountryNum,StateNum,Route,RouteName,Active,Latitude,Longitude,Stratum,BCR,RouteTypeID,RouteTypeDetailID
840,North Carolina,907,N. MILLS RIV,FALSE,35.4069697,-82.6432199,23,28,1,2
840,North Carolina,908,BUSICK,FALSE,35.7697307,-82.1982639,23,28,1,2
840,North Carolina,909,TABLE ROCK,FALSE,35.8568197,-81.7896509,23,28,1,2
840,North Carolina,910,HIGHLANDS,TRUE,35.0399431,-83.2023406,23,28,1,2
840,North Carolina,911,KYLE,TRUE,35.2232814,-83.6042224,23,28,1,2
840,North Carolina,912,ANDREWS,FALSE,35.2345817,-83.8530349,23,28,1,2
840,North Carolina,913,WASHINGTON,TRUE,35.6115051,-77.0140105,3,27,1,2
840,North Carolina,914,GREEN SWAMP,FALSE,34.125,-78.3944444,3,27,1,2
840,North Carolina,915,SPRING HOPE,TRUE,35.2353943,-76.9257639,3,27,1,2
840,North Carolina,916,CHOWAN RIVER,FALSE,36.45,-76.9833333,3,27,1,2
840,North Carolina,917,Cherokee,TRUE,35.516915,-83.294801,23,28,1,2
840,South Carolina,1,JOHNS ISLE,FALSE,32.7927447,-80.1081539,3,27,1,1
840,South Carolina,2,JAMESTOWN,TRUE,33.2862522,-79.6942904,3,27,1,1
840,South Carolina,3,HARDEEVILLE,TRUE,32.2511024,-81.0334581,3,27,1,1
840,South Carolina,4,ROME,TRUE,33.6458617,-79.4348459,3,27,1,1
840,South Carolina,5,HOLLY HILL,TRUE,33.3222497,-80.4614109,4,27,1,1
840,South Carolina,6,COWARD,TRUE,34.0240154,-79.7849141,4,27,1,1
840,South Carolina,7,FORESTON,TRUE,33.6866717,-80.0543589,4,27,1,1
840,South Carolina,8,NEW HOLLAND,TRUE,33.6937497,-81.4906299,4,27,1,1
840,South Carolina,9,WAGENER,TRUE,33.7228886,-81.3572843,4,27,1,1
840,South Carolina,10,DILLON,TRUE,34.5006527,-79.4239119,4,27,1,1
840,South Carolina,11,BISHOPVILLE,TRUE,34.1944419,-80.2141711,4,27,1,1
840,South Carolina,12,BOYKIN ML PD,FALSE,34.1121757,-80.5795979,4,27,1,1
840,South Carolina,13,WALTERBORO,TRUE,32.8571976,-80.6511435,3,27,1,1
840,South Carolina,14,LITTLE MTN,FALSE,34.1960217,-81.4124759,11,29,1,1
840,South Carolina,15,SALEM XRD,TRUE,34.4494097,-81.2818969,11,29,1,1
840,South Carolina,16,PENDLETON,FALSE,34.7060587,-82.6769029,11,29,1,1
840,South Carolina,17,OWINGS,FALSE,34.7696567,-82.1291429,11,29,1,1
840,South Carolina,18,BARTON CREEK,TRUE,34.6616003,-83.2805093,11,29,1,1
840,South Carolina,19,BOILING SPGS,FALSE,35.0827867,-81.9796069,11,29,1,1
840,South Carolina,20,LANDRUM,FALSE,35.1785347,-82.2119889,11,28,1,1
840,South Carolina,21,PLUM BRANCH,TRUE,33.8064239,-82.2729506,11,29,1,1
840,South Carolina,22,NIXONVILLE,FALSE,33.8538817,-78.8192379,3,27,1,1
840,South Carolina,23,New Ellenton,TRUE,33.54348,-81.67438,4,27,1,1
840,South Carolina,24,Ward,TRUE,33.843058,-81.715567,4,27,1,1
840,South Carolina,25,Campobello,TRUE,35.055104,-82.15584,11,29,1,1
840,South Carolina,26,Whitmire,TRUE,34.388972,-81.735572,11,29,1,1
840,South Carolina,27,Green Sea,TRUE,34.194067,-79.073733,3,27,1,1
840,South Carolina,28,Kingstree,TRUE,33.697569,-79.635523,3,27,1,1
840,South Carolina,29,Lowrys,TRUE,34.765903,-81.216292,11,29,1,1
840,South Carolina,30,Ridgeway,TRUE,34.319833,-80.9424,4,29,1,1
840,South Carolina,31,Salem,TRUE,34.926442,-83.014022,11,29,1,1
840,South Carolina,50,BLACKSBURG,TRUE,35.0799639,-81.5465039,11,29,1,1
840,South Carolina,51,GREENWOOD,TRUE,34.0395565,-82.0911916,11,29,1,1
840,South Carolina,52,JOANNA,TRUE,34.2121984,-81.8252707,11,29,1,1
840,South Carolina,53,MOUNT PISGAH,TRUE,34.5830237,-80.4444509,4,27,1,1
840,South Carolina,54,BENNETTSVILLE,TRUE,34.7417067,-79.8130029,4,27,1,1
840,South Carolina,55,OLAR,TRUE,33.1451427,-81.0479519,4,27,1,1
840,South Carolina,56,PINEWOOD,TRUE,33.7674907,-80.5391859,4,27,1,1
840,South Carolina,57,CARVERS BAY,TRUE,33.6193783,-79.327825,3,27,1,1
840,South Carolina,58,NIXVILLE,TRUE,32.7502126,-81.0471784,4,27,1,1
840,South Carolina,59,DALE,TRUE,32.5362314,-80.6830998,3,27,1,1
840,South Carolina,101,ADAMS RUN,TRUE,32.9525947,-80.2609479,3,27,1,1
840,South Carolina,112,CAUTHENS XRD,TRUE,34.6203357,-80.7700429,11,29,1,1
840,South Carolina,114,PROSPERITY,TRUE,34.0867789,-81.4778659,11,29,1,1
840,South Carolina,116,ANDERSON,TRUE,34.6896995,-82.6539427,11,29,1,1
840,South Carolina,117,OWINGS 2,TRUE,34.7522612,-82.1092506,11,29,1,1
840,South Carolina,119,CHESNEE,TRUE,35.0971457,-81.9817129,11,29,1,1
840,South Carolina,120,OSBORN MTN.,FALSE,35.1961517,-82.2929779,23,28,1,1
840,South Carolina,122,RED BLUFF,TRUE,33.8544267,-78.8155657,3,27,1,1
840,South Carolina,220,BATTLECREEK,TRUE,34.7497507,-83.2890849,23,28,1,1
840,South Carolina,900,SANDHILLS,TRUE,34.5478477,-80.1728969,4,27,1,2
840,South Carolina,901,KIAWAH ISLAND,TRUE,32.6041275,-80.1555591,3,27,1,2
